Arrow of God,Achebe Chinua
The Midnight Examiner,Kotzwinkle William
The Melancholy of Resistance,Krasznahorkai László
The Last Days of Humanity,Kraus Karl
The History of Love,Krauss Nicole
On the Edge of Reason,Krleza Miroslav
The Return of Philip Latinowicz,Krleza Miroslav
Professor Martens' Departure,Kross Jaan
The Book of Laughter and Forgetting,Kundera Milan
The Unbearable Lightness of Being,Kundera Milan
Ignorance,Kundera Milan
The Joke,Kundera Milan
The Buddha of Suburbia,Kureishi Hanif
Gabriel’s Gift,Kureishi Hanif
Intimacy,Kureishi Hanif
Land,Kyung-ni Park
The Princess of Clèves,La Fayette Madame de
Andrea,Laforet Carmen
Barabbas,Lagerkvist Par
Gösta Berling’s Saga,Lagerlöf Selma
The Namesake,Lahiri Jhumpa
Passing,Larsen Nella
Quicksand,Larsen Nella
The Diviners,Laurence Margaret
Maldoror,Lautréaumont Comte de
Lady Chatterley’s Lover,Lawrence D.H.
Sons and Lovers,Lawrence D.H.
The Rainbow,Lawrence D.H.
Women in Love,Lawrence D.H.
Aaron’s Rod,Lawrence D.H.
The Fox,Lawrence D.H.
The Plumed Serpent,Lawrence D.H.
Independent People,Laxness Halldór
The Dark Child,Laye Camara
Smiley’s People,Le Carré John
The Spy Who Came in from the Cold,Le Carré John
Tinker Tailor Soldier Spy,Le Carré John
In a Glass Darkly,Le Fanu Sheridan
Uncle Silas,Le Fanu Sheridan
The Dispossessed,Le Guin Ursula K.
Lost Language of Cranes,Leavitt David
To Kill a Mockingbird,Lee Harper
Cider With Rosie,Lee Laurie
Solaris,Lem Stanislaw
The Female Quixote,Lennox Charlotte
The German Lesson,Lenz Siegfried
Get Shorty,Leonard Elmore
La Brava,Leonard Elmore
City Primeval,Leonard Elmore
A Hero of Our Times,Lermontov Mikhail Yurevich
The Enchanted Wanderer,Leskov Nikolai
The Golden Notebook,Lessing Doris
The Grass is Singing,Lessing Doris
Shikasta,Lessing Doris
The Diary of Jane Somers,Lessing Doris
Christ Stopped at Eboli,Levi Carlo
"If Not Now, When?",Levi Primo
If This Is a Man,Levi Primo
The Drowned and the Saved,Levi Primo
Small Island,Levy Andrea
The Monk,Lewis M.G.
Monica,Lewis Saunders
Babbitt,Lewis Sinclair
Main Street,Lewis Sinclair
Tarr,Lewis Wyndham
The Apes of God,Lewis Wyndham
Self Condemned,Lewis Wyndham
The Childermass,Lewis Wyndham
The Revenge for Love,Lewis Wyndham
A Short History of Tractors in Ukrainian,Lewycka Marina
Pippi Longstocking,Lindgren Astrid
The Unknown Soldier,Linna Vaino
The Hour of the Star,Lispector Clarice
The Passion According to G.H.,Lispector Clarice
The Kindly Ones,Littell Jonathan
The Feast of the Goat,Llosa Mario Vargas
The Time of the Hero,Llosa Mario Vargas
The War of the End of the World,Llosa Mario Vargas
Martin Eden,London Jack
The Iron Heel,London Jack
The Call of the Wild,London Jack
The Twins,Loo Tessa de
At the Mountains of Madness,Lovecraft H.P.
Under the Volcano,Lowry Malcolm
Dark as the Grave Wherein My Friend is Laid,Lowry Malcolm
Euphues: The Anatomy of Wit,Lyly John
Fall on Your Knees,MacDonald Ann-Marie
Dom Casmurro,Machado de Assis Joaquim Maria
The Posthumous Memoirs of Bras Cubas,Machado de Assis Joaquim Maria
Absolute Beginners,MacInnes Colin
The Man of Feeling,Mackenzie Henry
Wild Harbour,MacPherson Ian
Midaq Alley,Mahfouz Naguib
Miramar,Mahfouz Naguib
Remembering Babylon,Malouf David
Man's Fate,Malraux André
Faceless Killers,Mankell Henning
Professor Unrat,Mann Heinrich
Buddenbrooks,Mann Thomas
Death in Venice,Mann Thomas
Doctor Faustus,Mann Thomas
The Magic Mountain,Mann Thomas
Joseph and His Brothers,Mann Thomas
Her Privates We,Manning Frederic
The Garden Party,Mansfield Katherine
Adjunct: An Undigest,Manson Peter
The Betrothed,Manzoni Alessandro
Embers,Marai Sandor
A Heart So White,Marias Javier
All Souls,Marias Javier
Your Face Tomorrow,Marias Javier
The Late-Night News,Markaris Petros
Wittgenstein’s Mistress,Markson David
Vanishing Point,Markson David
Pavel's Letters,Maron Monika
Life of Pi,Martel Yann
Time of Silence,Martín Santos Luis
Santa Evita,Martinez Tomas Eloy
Tirant lo Blanc,Martorell Joanot
The Daughter,Matesis Pavlos
Cigarettes,Mathews Harry
Melmoth the Wanderer,Maturin Charles Robert
The Albigenses,Maturin Charles Robert
Of Human Bondage,Maugham W. Somerset
The Razor’s Edge,Maugham W. Somerset
Cakes and Ale,Maugham W. Somerset
A Woman’s Life,Maupassant Guy de
Bel-Ami,Maupassant Guy de
Pierre and Jean,Maupassant Guy de
Vipers' Tangle,Mauriac Francois
Don’t Move,Mazzantini Margaret
The Butcher Boy,McCabe Patrick
All the Pretty Horses,McCarthy Cormac
Blood Meridian,McCarthy Cormac
"They Shoot Horses, Don’t They?",McCoy Horace
Atonement,McEwan Ian
The Cement Garden,McEwan Ian
Amsterdam,McEwan Ian
Black Dogs,McEwan Ian
Saturday,McEwan Ian
The Child in Time,McEwan Ian
The Comfort of Strangers,McEwan Ian
Enduring Love,McEwan Ian
Amongst Women,McGahern John
That They May Face the Rising Sun,McGahern John
Schooling,McGowan Heather
The Heart of Redness,Mda Zakes
Moby-Dick,Melville Herman
"Billy Budd, Foretopman",Melville Herman
A Light Comedy,Mendoza Eduardo
The Manila Rope,Meri Veijo
Day of the Dolphin,Merle Robert
American Rust,Meyer Philipp
Fugitive Pieces,Michaels Anne
Tropic of Cancer,Miller Henry
Tropic of Capricorn,Miller Henry
The Sea of Fertility,Mishima Yukio
The Sound of Waves,Mishima Yukio
The Romantics,Mishra Pankaj
A Fine Balance,Mistry Rohinton
Family Matters,Mistry Rohinton
Cloud Atlas,Mitchell David
Gone With the Wind,Mitchell Margaret
Love in a Cold Climate,Mitford Nancy
The Pursuit of Love,Mitford Nancy
Crossfire,Miyabe Miyuki
Chaka the Zulu,Mofolo Thomas
Southern Seas,Montalban Manuel Vazquez
Watchmen,Moore Alan
Anagrams,Moore Lorrie
Like Life,Moore Lorrie
A Gate at the Stairs,Moore Lorrie
A Ghost at Noon,Moravia Alberto
Disobedience,Moravia Alberto
The Time of Indifference,Moravia Alberto
Anton Reiser,Moritz Karl Philipp
News from Nowhere,Morris William
Beloved,Morrison Toni
Song of Solomon,Morrison Toni
The Bluest Eye,Morrison Toni
Jazz,Morrison Toni
Sula,Morrison Toni
Down Second Avenue,Mphahlele Es'kia
The Holder of the World,Mukherjee Bharati
The Discovery of Heaven,Mulisch Harry
Max Havelaar,Multatuli
Lives of Girls and Women,Munro Alice
The Beggar Maid,Munro Alice
The Wind-Up Bird Chronicle,Murakami Haruki
After the Quake,Murakami Haruki
Sputnik Sweetheart,Murakami Haruki
Kafka on the Shore,Murakami Haruki
Almost Transparent Blue,Murakami Ryu
A Severed Head,Murdoch Iris
The Bell,Murdoch Iris
"The Sea, The Sea",Murdoch Iris
Under the Net,Murdoch Iris
The Black Prince,Murdoch Iris
The Nice and the Good,Murdoch Iris
Inland,Murnane Gerald
The Man Without Qualities,Musil Robert
Young Törless,Musil Robert
The Adventures and Misadventures of Maqroll,Mutis Alvaro
Ada,Nabokov Vladimir
Lolita,Nabokov Vladimir
Pale Fire,Nabokov Vladimir
Pnin,Nabokov Vladimir
The Water Margin,Nai'an Shi
A Bend in the River,Naipaul V.S.
Enigma of Arrival,Naipaul V.S.
In A Free State,Naipaul V.S.
The Guide,Narayan R.K.
The Unfortunate Traveller,Nashe Thomas
Their Eyes Were Watching God,Neale Hurston Zora
Suite Francaise,Nemirovsky Irene
Delta of Venus,Nin Anaïs
All Souls Day,Nooteboom Cees
Rituals,Nooteboom Cees
Fear and Trembling,Nothomb Amélie
Henry of Ofterdingen,Novalis
Girl With Green Eyes,O'Brien Edna
The Third Policeman,O'Brien Flann
The Country Girls,O’Brien Edna
August is a Wicked Month,O’Brien Edna
In the Forest,O’Brien Edna
At Swim-Two-Birds,O’Brien Flann
The Poor Mouth,O’Brien Flann
The Things They Carried,O’Brien Tim
Everything That Rises Must Converge,O’Connor Flannery
Wise Blood,O’Connor Flannery
The Violent Bear it Away,O’Connor Flannery
The Talk of the Town,O’Hanlon Ardal
"At Swim, Two Boys",O’Neill Jamie
Them,Oates Joyce Carol
Black Water,Oates Joyce Carol
Blonde,Oates Joyce Carol
Marya,Oates Joyce Carol
Pluck the Bud and Destroy the Offspring,Oe Kenzaburo
The English Patient,Ondaatje Michael
The Shipyard,Onetti Juan Carlos
Animal Farm,Orwell George
Keep the Aspidistra Flying,Orwell George
Nineteen Eighty-Four,Orwell George
Burmese Days,Orwell George
Coming Up for Air,Orwell George
Cataract,Osadchyi Mykhailo
Metamorphoses,Ovid
A Tale of Love and Darkness,Oz Amos
Black Box,Oz Amos
Life is a Caravanserai,Özdamar Emine
The Year of the Hare,Paasilinna Arto
Manon des Sources,Pagnol Marcel
Choke,Palahniuk Chuck
The Laws,Palmen Connie
Snow,Pamuk Orhan
Life of Christ,Papini Giovanni
Ballad for Georg Henig,Paskov Viktor
The Ragazzi,Pasolini Pier Paulo
Doctor Zhivago,Pasternak Boris
Marius the Epicurean,Pater Walter
"Cry, the Beloved Country",Paton Alan
The Moon and the Bonfires,Pavese Cesare
The Harvesters,Pavese Cesare
Dictionary of the Khazars,Pavic Milorad
The Labyrinth of Solitude,Paz Octavio
Nineteen Seventy Seven,Peace David
Gormenghast,Peake Mervyn
Titus Groan,Peake Mervyn
The Clay Machine-Gun,Pelevin Victor
The Life of Insects,Pelevin Victor
A Void,Perec Georges
Life: A User’s Manual,Perec Georges
Things: A Story of the Sixties,Perec Georges
"W, or the Memory of Childhood",Perec Georges
A Man Asleep,Perec Georges
Fortunata y Jacinta,Pérez Galdós  Benito
Compassion,Pérez Galdós  Benito
The Dumas Club,Pérez-Reverte Arturo
The Yellow Wallpaper,Perkins Gilman Charlotte
The Book of Disquiet,Pessoa Fernando
Vernon God Little,Pierre DBC
Money to Burn,Piglia Ricardo
"One, No One and One Hundred Thousand",Pirandello Luigi
The Bell Jar,Plath Sylvia
The Trusting and the Maimed,Plunkett James
The Fall of the House of Usher,Poe Edgar Allan
The Pit and the Pendulum,Poe Edgar Allan
The Purloined Letter,Poe Edgar Allan
"Here's to You, Jesusa",Poniatowska Elena
A Dance to the Music of Time,Powell Anthony
Typical,Powell Padgett
The Shipping News,Proulx E. Annie
Remembrance of Things Past,Proust Marcel
Pharoah,Prus Boleslaw
Heartbreak Tango,Puig Manuel
Kiss of the Spider Woman,Puig Manuel
Eugene Onegin,Pushkin Alexander
The Godfather,Puzo Mario
Excellent Women,Pym Barbara
Quartet in Autumn,Pym Barbara
Gravity’s Rainbow,Pynchon Thomas
The Crying of Lot 49,Pynchon Thomas
V.,Pynchon Thomas
Mason & Dixon,Pynchon Thomas
Vineland,Pynchon Thomas
Against the Day,Pynchon Thomas
Exercises in Style,Queneau Raymond
Gargantua and Pantagruel,Rabelais Françoise
The Mysteries of Udolpho,Radcliffe Ann
The Devil in the Flesh,Radiguet Raymond
The Last World,Ransmayr Christoph
The Story of O,Réage Pauline
The Forest of the Hanged,Rebreanu Liviu
All Quiet on the Western Front,Remarque Erich Maria
"Good Morning, Midnight",Rhys Jean
Wide Sargasso Sea,Rhys Jean
Quartet,Rhys Jean
Interview With the Vampire,Rice Anne
Tarzan of the Apes,Rice Burroughs Edgar
Pilgrimage,Richardson Dorothy
Clarissa,Richardson Samuel
Pamela,Richardson Samuel
King Solomon’s Mines,Rider Haggard H.
She,Rider Haggard H.
The Notebooks of Malte Laurids Brigge,Rilke Rainer Maria
Larva: Midsummer Night's Babel,Rios Julian
Jealousy,Robbe-Grillet Alain
Home,Robinson Marilynne
Cost,Robinson Roxana
Amadis of Gaul,Rodríguez de Montalvo Garci
La Celestina,Rojas Fernando de
Hadrian the Seventh,Rolfe Frederick
The Devil to Pay in the Backlands,Rosa Joao Guimaraes
Love’s Work,Rose Gillian
Call it Sleep,Roth Henry
The Radetzky March,Roth Joseph
Portnoy’s Complaint,Roth Philip
The Human Stain,Roth Philip
American Pastoral,Roth Philip
Operation Shylock,Roth Philip
Sabbath’s Theater,Roth Philip
The Breast,Roth Philip
The Plot Against America,Roth Philip
Nemesis,Roth Philip
Confessions,Rousseau Jean-Jacques
"Émile; or, On Education",Rousseau Jean-Jacques
"Julie; or, the New Eloise",Rousseau Jean-Jacques
Reveries of a Solitary Walker,Rousseau Jean-Jacques
Impressions of Africa,Roussel Raymond
Locus Solus,Roussel Raymond
The God of Small Things,Roy Arundhati
The Tin Flute,Roy Gabrielle
The Burning Plain,Rulfo Juan
Midnight’s Children,Rushdie Salman
Shame,Rushdie Salman
The Satanic Verses,Rushdie Salman
Fury,Rushdie Salman
Grimus,Rushdie Salman
The Ground Beneath Her Feet,Rushdie Salman
The Moor’s Last Sigh,Rushdie Salman
The Deadbeats,Ruyslinck Ward
Rashomon,Ryunosuke Akutagawa
Justine,Sade Marquis de
The 120 Days of Sodom,Sade Marquis de
The Witness,Saer Juan Jose
Contact,Sagan Carl
Bonjour Tristesse,Sagan Françoise
The Little Prince,Saint-Exupéry Antoine de
Sandokan: The Tigers of Mompracem,Salgari Emilio
Season of Migration to the North,Salih Tayeb
Franny and Zooey,Salinger J.D.
The Catcher in the Rye,Salinger J.D.
The Devil's Pool,Sand George
Alberta and Jacob,Sandel Cora
Baltasar and Blimunda,Saramago Jose
The History of the Siege of Lisbon,Saramago José
The Year of the Death of Ricardo Reis,Saramago José
The Double,Saramago José
Cain,Saramago Jose 
Facundo,Sarmiento Domingo Faustino
Nausea,Sartre Jean-Paul
Pastoralia,Saunders George
Murder Must Advertise,Sayers Dorothy L.
The Nine Tailors,Sayers Dorothy L.
The Swarm,Schatzing Frank
The Reader,Schlink Bernhard
None but the Brave,Schnitzler Arthur
Memoirs of my Nervous Illness,Schreber Daniel Paul
The Street of Crocodiles,Schulz Bruno
To Each His Own,Sciascia Leonardo
Ivanhoe,Scott Sir Walter
Rob Roy,Scott Sir Walter
The Monastery,Scott Sir Walter
Austerlitz,Sebald W.G.
Vertigo,Sebald W.G.
The Emigrants,Sebald W.G.
The Rings of Saturn,Sebald W.G.
Transit,Seghers Anna
Requiem for a Dream,Selby Jr. Hubert
Great Apes,Self Will
How the Dead Live,Self Will
Death and the Dervish,Selimovic Mesa
The Lonely Londoners,Selvon Sam
God's Bits of Wood,Sembene Ousmane
The Case of Comrade Tulayev,Serge Victor
A Suitable Boy,Seth Vikram
Retreat Without Song,Shahnour Shahan
An Obedient Father,Sharma Akhil
Rickshaw Boy,She Lao
Frankenstein,Shelley Mary
The Stone Diaries,Shields Carol
Unless,Shields Carol
The Tale of Genji,Shikibu Murasaki
A Town Like Alice,Shute Nevil
Quo Vadis,Sienkiewicz Henryk
Saturday Night and Sunday Morning,Sillitoe Chinua
Dining on Stones,Sinclair Iain
Downriver,Sinclair Iain
London Orbital,Sinclair Iain
Life and Death of Harriett Frean,Sinclair May
The Jungle,Sinclair Upton
The Magician of Lublin,Singer Isaac Bashevis
The Manor,Singer Isaac Bashevis
Animal's People,Sinha Indra
The Engineer of Human Souls,Skvorecky Josef
The Forbidden Realm,Slauerhoff Jan Jacob
Islands,Sleigh Dan
The Accidental,Smith Ali
There But For The,Smith Ali
White Teeth,Smith Zadie
On Beauty,Smith Zadie
Humphry Clinker,Smollett Tobias George
Peregrine Pickle,Smollett Tobias George
Roderick Random,Smollett Tobias George
The Port,Šoljan Antun
Cancer Ward,Solzhenitsyn Aleksandr
One Day in the Life of Ivan Denisovich,Solzhenitsyn Aleksandr
The First Circle,Solzhenitsyn Aleksandr
Some Experiences of an Irish R.M.,Somerville and Ross
The Real Charlotte,Somerville and Ross
Lady Number Thirteen,Somoza Jose Carlos
Kokoro,Soseki Natsume
The Girls of Slender Means,Spark Muriel
The Prime of Miss Jean Brodie,Spark Muriel
Memento Mori,Spark Muriel
The Driver’s Seat,Spark Muriel
Mother's Milk,St Aubyn Edward
The Man Who Loved Children,Stead Christina
The Autobiography of Alice B. Toklas,Stein Gertrude
The Making of Americans,Stein Gertrude
Three Lives,Stein Gertrude
Of Mice and Men,Steinbeck John
The Grapes of Wrath,Steinbeck John
Cannery Row,Steinbeck John
The Charterhouse of Parma,Stendhal
The Red and the Black,Stendhal
The Charwoman’s Daughter,Stephens James
Cryptonomicon,Stephenson Neal
A Sentimental Journey,Sterne Laurence
Tristram Shandy,Sterne Laurence
The Strange Case of Dr. Jekyll and Mr. Hyde,Stevenson Robert Louis
Treasure Island,Stevenson Robert Louis
Kidnapped,Stevenson Robert Louis
The Master of Ballantrae,Stevenson Robert Louis
Indian Summer,Stifter Adalbert
Dracula,Stoker Bram
"Couples, Passerby",Strauss Botho
The Young Man,Strauss Botho
By the Open Sea,Strindberg August
The People of Hemsö,Strindberg August
The Red Room,Strindberg August
Perfume,Süskind Patrick
The Pigeon,Süskind Patrick
Zeno’s Conscience,Svevo Italo
As a Man Grows Older,Svevo Italo
Waterland,Swift Graham
The Light of Day,Swift Graham
A Modest Proposal,Swift Jonathan
Gulliver’s Travels,Swift Jonathan
A Tale of a Tub,Swift Jonathan
The Beautiful Mrs Seidenman,Szczypiorski Andrzej
Pereira Declares: A Testimony,Tabucchi Antonio
The Home and the World,Tagore Rabindranath
The Third Wedding,Taktsis Costas
Some Prefer Nettles,Tanizaki Junichiro
The Secret History,Tartt Donna
Blaming,Taylor Elizabeth
Vanity Fair,Thackeray William Makepeace
The Great Indian Novel,Tharoor Shashi
Matigari,Thiong'o Ngugi wa
The River Between,Thiong'o Ngugi wa
Petals of Blood,Thiong'o Ngugi wa
Fear and Loathing in Las Vegas,Thompson Hunter S.
The Killer Inside Me,Thompson Jim
Walden,Thoreau Henry David
Cutter and Bone,Thornburg Newton
The 13 Clocks,Thurber James
The Wonderful “O”,Thurber James
The Invention of Curried Sausage,Timm Uwe
Pallieter,Timmermans Felix
The Master,Tóibín Colm
The Heather Blazing,Tóibín Colm
The Hobbit,Tolkien J.R.R.
The Lord of the Rings,Tolkien J.R.R.
Anna Karenina,Tolstoy Leo
The Death of Ivan Ilyich,Tolstoy Leo
The Kreutzer Sonata,Tolstoy Leo
War and Peace,Tolstoy Leo
The Leopard,Tomasi di Lampedusa Giuseppe
Cane,Toomer Jean
City Sister Silver,Topol Jáchym
The Ogre,Tournier Michael
Summer Will Show,Townsend Warner Sylvia
After the Death of Don Juan,Townsend Warner Sylvia
The Colour,Tremain Rose
The Ragged Trousered Philanthropists,Tressell Robert
Fools of Fortune,Trevor William
The Story of Lucy Gault,Trevor William
Felicia’s Journey,Trevor William
Phineas Finn,Trollope Anthony
The Last Chronicle of Barset,Trollope Anthony
Castle Richmond,Trollope Anthony
He Knew He Was Right,Trollope Anthony
Summer in Baden-Baden,Tsypkin Leonid
The Christmas Oratorio,Tunstrom Goran
Fathers and Sons,Turgenev Ivan
King Lear of the Steppes,Turgenev Ivan
Spring Torrents,Turgenev Ivan
On the Eve,Turgenev Ivan
Virgin Soil,Turgenev Ivan
The Adventures of Huckleberry Finn,Twain Mark
The Museum of Unconditional Surrender,Ugresic Dubravka
Kristin Lavransdatter,Undset Sigrid
Rabbit is Rich,Updike John
Rabbit Redux,Updike John
"Rabbit, Run",Updike John
Pepita Jimenez,Valera Juan
Our Lady of the Assassins,Vallejo Fernando
The Quest,van Eeden Frederik
Ancestral Voices,van Heerden Etienne
The Cubs and Other Stories,Vargas Llosa Mario
Z,Vassilikos Vassilis
The Lusiad,Vaz de Camões Luís
Under the Yoke,Vazov Ivan
The House by the Medlar Tree,Verga Giovanni
Around the World in Eighty Days,Verne Jules
Journey to the Centre of the Earth,Verne Jules
The Birds,Vesaas Tarjei
The Garden Where the Brass Band Played,Vestdijk Simon
Froth on the Daydream,Vian Boris
Myra Breckinridge,Vidal Gore
Bartleby and Co.,Vila-Matas Enrique
Memoirs of a Peasant Boy,Vilas Xose Neira
Conversations In Sicily,Vittorini Elio
In Search of Klingsor,Volpi Jorge
Candide,Voltaire
The Life of a Good-for-Nothing,von Eichendorff Joseph
The Adventurous Simplicissimus,von Grimmelshausen Hans
Michael Kohlhaas,von Kleist Heinrich
Cat's Cradle,Vonnegut Kurt
Slaughterhouse Five,Vonnegut Kurt
Breakfast of Champions,Vonnegut Kurt
"God Bless You, Mr. Rosewater",Vonnegut Kurt
Possessing the Secret of Joy,Walker Alice
The Color Purple,Walker Alice
The Temple of My Familiar,Walker Alice
Infinite Jest,Wallace David Foster
Ben-Hur,Wallace Lew
The Castle of Otranto,Walpole Horace
Halftime,Walser Martin
Morvern Callar,Warner Alan
Indigo,Warner Marina
The House with the Blind Glass Windows,Wassmo Herbjorg
Billy Liar,Waterhouse Keith
Fingersmith,Waters Sarah
Tipping the Velvet,Waters Sarah
Miss Pettigrew Lives for a Day,Watson Winifred
Brideshead Revisited,Waugh Evelyn
Decline and Fall,Waugh Evelyn
A Handful of Dust,Waugh Evelyn
Vile Bodies,Waugh Evelyn
The Graduate,Webb Charles
The New World,Welde Sellase Blattengeta Heruy
The Island of Dr. Moreau,Wells H.G.
The Time Machine,Wells H.G.
The War of the Worlds,Wells H.G.
The Invisible Man,Wells H.G.
Tono-Bungay,Wells H.G.
Trainspotting,Welsh Irvine
The Optimist's Daughter,Welty Eudora
Miss Lonelyhearts,West Nathanael
The Return of the Soldier,West Rebecca
The Thinking Reed,West Rebecca
Harriet Hume,West Rebecca
The Birds Fall Down,West Rebecca
Ethan Frome,Wharton Edith
The Age of Innocence,Wharton Edith
The House of Mirth,Wharton Edith
Bunner Sisters,Wharton Edith
Summer,Wharton Edith
The Glimpses of the Moon,Wharton Edith
A Boy’s Own Story,White Edmund
The Beautiful Room is Empty,White Edmund
The Living and the Dead,White Patrick
Voss,White Patrick
The Tree of Man,White Patrick
The Once and Future King,White T.H.
The Picture of Dorian Gray,Wilde Oscar
Tarka the Otter,Williamson Henry
No Laughing Matter,Wilson Angus
I Thought of Daisy,Wilson Edmund
Sexing the Cherry,Winterson Jeanette
Written on the Body,Winterson Jeanette
Oranges Are Not the Only Fruit,Winterson Jeanette
The Passion,Winterson Jeanette
Insatiability,Witkiewicz Stanislaw Ignacy
"Thank You, Jeeves",Wodehouse P.G.
Patterns of Childhood,Wolf Christa
The Quest for Christa T.,Wolf Christa
"Look Homeward, Angel",Wolfe Thomas
The Bonfire of the Vanities,Wolfe Tom
The Electric Kool-Aid Acid Test,Wolfe Tom
Back to Oegstgeest,Wolkers Jan
Mrs. Dalloway,Woolf Virginia
Orlando,Woolf Virginia
The Waves,Woolf Virginia
To The Lighthouse,Woolf Virginia
Between the Acts,Woolf Virginia
Jacob’s Room,Woolf Virginia
Night and Day,Woolf Virginia
The Voyage Out,Woolf Virginia
The Years,Woolf Virginia
Native Son,Wright Richard
Day of the Triffids,Wyndham John
The Midwich Cuckoos,Wyndham John
Chocky,Wyndham John
Half of Man is Woman,Xianliang Zhang
A Dream of Red Mansions,Xueqin Cao
Kitchen,Yoshimoto Banana
Memoirs of Hadrian,Yourcenar Marguerite
We,Zamyatin Yevgeny
Drunkard,Zola Émile
Germinal,Zola Émile
La Bête Humaine,Zola Émile
Nana,Zola Émile
Thérèse Raquin,Zola Émile
Gimmick!,Zwagerman Joost
The Case of Sergeant Grischa,Zweig Arnold
Amok,Zweig Stefan
Chess Story,Zweig Stefan
